System,Compound_ID,PROTAC,Ligase_Warhead,Target_Warhead
crbn-hdac8,4600,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4601,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4602,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCCCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4603,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCCCCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4604,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCOCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4605,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCOCCOCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4606,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCOCCOCCOCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4607,O=C1CC[C@@H](N2C(=O)c3cccc(NCc4cn(CCOCCOCCOCCOCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4608,O=C1CC[C@@H](N2C(=O)c3cccc(NCCc4cn(CCCCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,4609,O=C1CC[C@@H](N2C(=O)c3cccc(NCCc4cn(CCOCCOc5ccc(Cn6ccc7ccc(C(=O)N[O-])cc76)cc5)nn4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1ccc2ccn(Cc3ccccc3)c2c1
crbn-hdac8,5394,O=C(CCCCOc1ccc(CCNC(=O)c2cccc(C(=O)N[O-])c2)cc1)NCCCCCCNc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1cccc(C(=O)NCCc2ccccc2)c1
crbn-hdac8,5402,O=C1CC[C@@H](N2C(=O)c3cccc(N4CCC(N5CCN(C(=O)CCCCOc6ccc(CCNC(=O)c7cccc(C(=O)N[O-])c7)cc6)CC5)CC4)c3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1cccc(C(=O)NCCc2ccccc2)c1
crbn-hdac8,5406,O=C(CCCCOc1ccc(CCNC(=O)c2cccc(C(=O)N[O-])c2)cc1)NCCCCCCNc1ccc2c(c1)C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(NO)c1cccc(C(=O)NCCc2ccccc2)c1
vhl-smarca4,796,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,797,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,798,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCCCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p2,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p3,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p4,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p5,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p6,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCCCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p7,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p8,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p9,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p10,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(OCC[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p11,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p12,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCc2ccc(CC[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p13,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2cccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)c2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p14,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCc2cccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)c2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p15,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2F)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p16,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)c(F)c2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p17,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OC[C@H](C)c2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca4,p18,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(C(=O)N3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
mdm2-egfr-L858R-T790M,574,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCCCCCCCNC(=O)c6ccc(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@](C#N)(c8ccc(Cl)cc8F)[C@H]7c7cccc(Cl)c7F)c(OC)c6)CC5)cc4OC)nc32)c1,COc1ccccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccccc4OC)nc32)c1
mdm2-egfr-L858R-T790M,575,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CC[NH+](CCCCCCCCCCCCNC(=O)c6ccc(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@](C#N)(c8ccc(Cl)cc8F)[C@H]7c7cccc(Cl)c7F)c(OC)c6)CC5)cc4OC)nc32)c1,COc1ccccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccccc4OC)nc32)c1
mdm2-egfr-L858R-T790M,578,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCCCCCNC(=O)c6ccc(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@](C#N)(c8ccc(Cl)cc8F)[C@H]7c7cccc(Cl)c7F)c(OC)c6)CC5)cc4OC)nc32)c1,COc1ccccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccccc4OC)nc32)c1
mdm2-egfr-L858R-T790M,579,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCCCNC(=O)c6ccc(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@](C#N)(c8ccc(Cl)cc8F)[C@H]7c7cccc(Cl)c7F)c(OC)c6)CC5)cc4OC)nc32)c1,COc1ccccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccccc4OC)nc32)c1
mdm2-egfr-L858R-T790M,580,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCNC(=O)c6ccc(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@](C#N)(c8ccc(Cl)cc8F)[C@H]7c7cccc(Cl)c7F)c(OC)c6)CC5)cc4OC)nc32)c1,COc1ccccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccccc4OC)nc32)c1
vhl-smarca2,796,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,797,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,798,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCCCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p2,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p3,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p4,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p5,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p6,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCCCCOCC[NH+]2CCN(c3cc(-c4ccccc4O)nnc3N)CC2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p7,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p8,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p9,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p10,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2ccc(OCC[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p11,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCOc2ccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p12,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCc2ccc(CC[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p13,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCc2cccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)c2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
vhl-smarca2,p14,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCCc2cccc(C[NH+]3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)c2)c1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)cc1,Nc1nnc(-c2ccccc2O)cc1N1CC[NH2+]CC1
